TARA	COMUNA	ORAS	JUDET	CONCATENATE	UID
ROMANIA	Savinesti	Savinesti	Neamt	Savinesti (Neamt)	9396
ROMANIA	Scaricica	Alexandru Cel Bun	Neamt	Scaricica din Alexandru Cel Bun (Neamt)	9407
ROMANIA	Schitu Tarcau	Tarcau	Neamt	Schitu Tarcau din Tarcau (Neamt)	9447
ROMANIA	Secu	Bicaz	Neamt	Secu din Bicaz (Neamt)	9511
ROMANIA	Secuienii Noi	Secuieni	Neamt	Secuienii Noi din Secuieni (Neamt)	9518
ROMANIA	Silistea	Romani	Neamt	Silistea din Romani (Neamt)	9649
ROMANIA	Simionesti	Cordun	Neamt	Simionesti din Cordun (Neamt)	9681
ROMANIA	Slobozia	Bira	Neamt	Slobozia din Bira (Neamt)	9787
ROMANIA	Slobozia	Roznov	Neamt	Slobozia din Roznov (Neamt)	9798
ROMANIA	Soci	Borca	Neamt	Soci din Borca (Neamt)	9838
ROMANIA	Soci	Stefan Cel Mare	Neamt	Soci din Stefan Cel Mare (Neamt)	9842
ROMANIA	Soimaresti	Brusturi - Draganesti	Neamt	Soimaresti din Brusturi - Draganesti (Neamt)	9863
ROMANIA	Solca	Oniceni	Neamt	Solca din Oniceni (Neamt)	9881
ROMANIA	Sovoaia	Borlesti	Neamt	Sovoaia din Borlesti (Neamt)	9927
ROMANIA	Spiesti	Pastraveni	Neamt	Spiesti din Pastraveni (Neamt)	9941
ROMANIA	Spiridonesti	Icusesti	Neamt	Spiridonesti din Icusesti (Neamt)	9951
ROMANIA	Stanca	Pipirig	Neamt	Stanca din Pipirig (Neamt)	9968
ROMANIA	Stanita	Stanita	Neamt	Stanita (Neamt)	10002
ROMANIA	Stefan cel Mare	Stefan Cel Mare	Neamt	Stefan cel Mare (Neamt)	10018
ROMANIA	Stejaru	Farcasa	Neamt	Stejaru din Farcasa (Neamt)	10054
ROMANIA	Stejaru	Ion Creanga	Neamt	Stejaru din Ion Creanga (Neamt)	10055
ROMANIA	Stejaru	Pangarati	Neamt	Stejaru din Pangarati (Neamt)	10057
ROMANIA	Straja	Tarcau	Neamt	Straja din Tarcau (Neamt)	10119
ROMANIA	Tabara	Icusesti	Neamt	Tabara din Icusesti (Neamt)	10275
ROMANIA	Talpa	Bargauani	Neamt	Talpa din Bargauani (Neamt)	10292
ROMANIA	Talpalai	Poienari	Neamt	Talpalai din Poienari (Neamt)	10297
ROMANIA	Tamaseni	Tamaseni	Neamt	Tamaseni (Neamt)	10311
ROMANIA	Tarcau	Tarcau	Neamt	Tarcau (Neamt)	10348
ROMANIA	tardenii Mici	Candesti	Neamt	tardenii Mici din Candesti (Neamt)	10355
ROMANIA	Targu Neamt	Targu Neamt	Neamt	Targu Neamt (Neamt)	10366
ROMANIA	Tarpesti	Petricani	Neamt	Tarpesti din Petricani (Neamt)	10396
ROMANIA	Tarzia	Brusturi - Draganesti	Neamt	Tarzia din Brusturi - Draganesti (Neamt)	10407
ROMANIA	Tasca	Tasca	Neamt	Tasca (Neamt)	10410
ROMANIA	Tazlau	Tazlau	Neamt	Tazlau (Neamt)	10459
ROMANIA	Telec	Bicazu Ardelean	Neamt	Telec din Bicazu Ardelean (Neamt)	10496
ROMANIA	Tetcani	Gheraesti	Neamt	Tetcani din Gheraesti (Neamt)	10533
ROMANIA	tibucani	Tibucani	Neamt	tibucani (Neamt)	10547
ROMANIA	Ticos-Floarea	Tasca	Neamt	Ticos-Floarea din Tasca (Neamt)	10555
ROMANIA	Timisesti	Timisesti	Neamt	Timisesti (Neamt)	10579
ROMANIA	Todireni	Stanita	Neamt	Todireni din Stanita (Neamt)	10641
ROMANIA	tolici	Petricani	Neamt	tolici din Petricani (Neamt)	10660
ROMANIA	Topoliceni	Poiana Teiului	Neamt	Topoliceni din Poiana Teiului (Neamt)	10703
ROMANIA	Topolita	Grumazesti	Neamt	Topolita din Grumazesti (Neamt)	10704
ROMANIA	Totoiesti	Tupilati	Neamt	Totoiesti din Tupilati (Neamt)	10722
ROMANIA	Traian	Zanesti	Neamt	Traian din Zanesti (Neamt)	10735
ROMANIA	Trei Fantani	Damuc	Neamt	Trei Fantani din Damuc (Neamt)	10741
ROMANIA	Trifesti	Trifesti	Neamt	Trifesti (Neamt)	10767
ROMANIA	Tupilati	Tupilati	Neamt	Tupilati (Neamt)	10823
ROMANIA	Turturesti	Girov	Neamt	Turturesti din Girov (Neamt)	10849
ROMANIA	tutcanii din Deal	Bahna	Neamt	tutcanii din Deal din Bahna (Neamt)	10859
ROMANIA	tutcanii din Vale	Bahna	Neamt	tutcanii din Vale din Bahna (Neamt)	10860
ROMANIA	Uncesti	Secuieni	Neamt	Uncesti din Secuieni (Neamt)	10928
ROMANIA	Unghi	Dragomiresti	Neamt	Unghi din Dragomiresti (Neamt)	10934
ROMANIA	Urecheni	Urecheni	Neamt	Urecheni (Neamt)	10975
ROMANIA	Vad	Dragomiresti	Neamt	Vad din Dragomiresti (Neamt)	11045
ROMANIA	Vadurele	Alexandru Cel Bun	Neamt	Vadurele din Alexandru Cel Bun (Neamt)	11072
ROMANIA	Vadurele	Candesti	Neamt	Vadurele din Candesti (Neamt)	11073
ROMANIA	Vaduri	Alexandru Cel Bun	Neamt	Vaduri din Alexandru Cel Bun (Neamt)	11075
ROMANIA	Valea Alba	Razboieni	Neamt	Valea Alba din Razboieni (Neamt)	11128
ROMANIA	Valea Arini	Baltatesti	Neamt	Valea Arini din Baltatesti (Neamt)	11134
ROMANIA	Valea Enei	Oniceni	Neamt	Valea Enei din Oniceni (Neamt)	11211
ROMANIA	Valea Mare	Razboieni	Neamt	Valea Mare din Razboieni (Neamt)	11301
ROMANIA	Valea Seaca	Baltatesti	Neamt	Valea Seaca din Baltatesti (Neamt)	11405
ROMANIA	Valea Ursului	Valea Ursului	Neamt	Valea Ursului (Neamt)	11454
ROMANIA	Valeni	Botesti	Neamt	Valeni din Botesti (Neamt)	11472
ROMANIA	Valeni	Piatra Neamt	Neamt	Valeni din Piatra Neamt (Neamt)	11487
ROMANIA	Vanatori-Neamt	Vanatori - Neamt	Neamt	Vanatori-Neamt din Vanatori - Neamt (Neamt)	11540
ROMANIA	Varatec	Agapia	Neamt	Varatec din Agapia (Neamt)	11552
ROMANIA	Viisoara	Alexandru Cel Bun	Neamt	Viisoara din Alexandru Cel Bun (Neamt)	11709
ROMANIA	Vladiceni	Bargauani	Neamt	Vladiceni din Bargauani (Neamt)	11803
ROMANIA	Vladnicele	Stanita	Neamt	Vladnicele din Stanita (Neamt)	11811
ROMANIA	Vulpasesti	Sagna	Neamt	Vulpasesti din Sagna (Neamt)	11891
ROMANIA	Zanesti	Zanesti	Neamt	Zanesti (Neamt)	11943
ROMANIA	Zvoranesti	Timisesti	Neamt	Zvoranesti din Timisesti (Neamt)	12035
ROMANIA	Afumati	Leleasca	Olt	Afumati din Leleasca (Olt)	41
ROMANIA	Albesti	Poboru	Olt	Albesti din Poboru (Olt)	81
ROMANIA	Alimanesti	Izvoarele	Olt	Alimanesti din Izvoarele (Olt)	119
ROMANIA	Alunisu	Spineni	Olt	Alunisu din Spineni (Olt)	156
ROMANIA	Arcesti	Plesoiu	Olt	Arcesti din Plesoiu (Olt)	232
ROMANIA	Arcesti Cot	Plesoiu	Olt	Arcesti Cot din Plesoiu (Olt)	233
ROMANIA	Arvateasca	Studina	Olt	Arvateasca din Studina (Olt)	293
ROMANIA	Babiciu	Babiciu	Olt	Babiciu (Olt)	346
ROMANIA	Bacea	Movileni	Olt	Bacea din Movileni (Olt)	362
ROMANIA	Bagesti	Fagetelu	Olt	Bagesti din Fagetelu (Olt)	405
ROMANIA	Balanesti	Maruntei	Olt	Balanesti din Maruntei (Olt)	480
ROMANIA	Baldovinesti	Baldovinesti	Olt	Baldovinesti (Olt)	501
ROMANIA	Baleasa	Baldovinesti	Olt	Baleasa din Baldovinesti (Olt)	504
ROMANIA	Bals	Bals	Olt	Bals (Olt)	535
ROMANIA	Baltati	Scornicesti	Olt	Baltati din Scornicesti (Olt)	556
ROMANIA	Barasti	Colonesti	Olt	Barasti din Colonesti (Olt)	619
ROMANIA	Barasti	Morunglav	Olt	Barasti din Morunglav (Olt)	620
ROMANIA	Barastii de Cepturi	Barasti	Olt	Barastii de Cepturi din Barasti (Olt)	621
ROMANIA	Barastii de Vede	Barasti	Olt	Barastii de Vede din Barasti (Olt)	622
ROMANIA	Barbalai	Tatulesti	Olt	Barbalai din Tatulesti (Olt)	628
ROMANIA	Barca	Valea Mare	Olt	Barca din Valea Mare (Olt)	651
ROMANIA	Barcanesti	Valcele	Olt	Barcanesti din Valcele (Olt)	657
ROMANIA	Barsestii de Sus	Sprancenata	Olt	Barsestii de Sus din Sprancenata (Olt)	703
ROMANIA	Barza	Barza	Olt	Barza (Olt)	712
ROMANIA	Barza	Tufeni	Olt	Barza din Tufeni (Olt)	718
ROMANIA	Batareni	Colonesti	Olt	Batareni din Colonesti (Olt)	750
ROMANIA	Batia	Dobroteasa	Olt	Batia din Dobroteasa (Olt)	755
ROMANIA	Bechet	Bobicesti	Olt	Bechet din Bobicesti (Olt)	783
ROMANIA	Beculesti	Carlogani	Olt	Beculesti din Carlogani (Olt)	793
ROMANIA	Belgun	Bobicesti	Olt	Belgun din Bobicesti (Olt)	825
ROMANIA	Beria de Jos	Oporelu	Olt	Beria de Jos din Oporelu (Olt)	881
ROMANIA	Beria de Sus	Oporelu	Olt	Beria de Sus din Oporelu (Olt)	882
ROMANIA	Berindei	Daneasa	Olt	Berindei din Daneasa (Olt)	884
ROMANIA	Bircii	Scornicesti	Olt	Bircii din Scornicesti (Olt)	960
ROMANIA	Bistrita Noua	Piatra-olt	Olt	Bistrita Noua din Piatra-olt (Olt)	979
ROMANIA	Blaj	Voineasa	Olt	Blaj din Voineasa (Olt)	997
ROMANIA	Bobicesti	Bobicesti	Olt	Bobicesti (Olt)	1039
ROMANIA	Bobu	Dobrun	Olt	Bobu din Dobrun (Olt)	1049
ROMANIA	Boroesti	Barasti	Olt	Boroesti din Barasti (Olt)	1214
ROMANIA	Brancoveni	Brancoveni	Olt	Brancoveni (Olt)	1355
ROMANIA	Branet	Barza	Olt	Branet din Barza (Olt)	1362
ROMANIA	Brastavatu	Brastavatu	Olt	Brastavatu (Olt)	1379
ROMANIA	Brebeni	Brebeni	Olt	Brebeni (Olt)	1427
ROMANIA	Brosteni	Baldovinesti	Olt	Brosteni din Baldovinesti (Olt)	1462
ROMANIA	Bucinisu	Bucinisu	Olt	Bucinisu (Olt)	1497
ROMANIA	Bucinisu Mic	Bucinisu	Olt	Bucinisu Mic din Bucinisu (Olt)	1498
ROMANIA	Buicesti	Priseaca	Olt	Buicesti din Priseaca (Olt)	1596
ROMANIA	Bulimanu	Vitomiresti	Olt	Bulimanu din Vitomiresti (Olt)	1620
ROMANIA	Burdulesti	Corbu	Olt	Burdulesti din Corbu (Olt)	1659
ROMANIA	Busca	Mihaesti	Olt	Busca din Mihaesti (Olt)	1684
ROMANIA	Butoi	Parscoveni	Olt	Butoi din Parscoveni (Olt)	1708
ROMANIA	Buzesti	Corbu	Olt	Buzesti din Corbu (Olt)	1725
ROMANIA	Calinesti	Radomiresti	Olt	Calinesti din Radomiresti (Olt)	1813
ROMANIA	Candelesti	Topana	Olt	Candelesti din Topana (Olt)	1891
ROMANIA	Caracal	Caracal	Olt	Caracal (Olt)	1944
ROMANIA	Carstani	Colonesti	Olt	Carstani din Colonesti (Olt)	2022
ROMANIA	Catanele	Schitu	Olt	Catanele din Schitu (Olt)	2069
ROMANIA	Cazanesti	Verguleasa	Olt	Cazanesti din Verguleasa (Olt)	2106
ROMANIA	Cepesti	Cungrea	Olt	Cepesti din Cungrea (Olt)	2145
ROMANIA	Cerbeni	Samburesti	Olt	Cerbeni din Samburesti (Olt)	2156
ROMANIA	Cezieni	Cezieni	Olt	Cezieni (Olt)	2232
ROMANIA	Chelbesti	Colonesti	Olt	Chelbesti din Colonesti (Olt)	2246
ROMANIA	Cherlestii din Deal	Teslui	Olt	Cherlestii din Deal din Teslui (Olt)	2261
ROMANIA	Cherlestii Mosteni	Teslui	Olt	Cherlestii Mosteni din Teslui (Olt)	2262
ROMANIA	Chilii	Dobrun	Olt	Chilii din Dobrun (Olt)	2300
ROMANIA	Chintesti	Bobicesti	Olt	Chintesti din Bobicesti (Olt)	2311
ROMANIA	Chiteasca	Scornicesti	Olt	Chiteasca din Scornicesti (Olt)	2361
ROMANIA	Cilieni	Cilieni	Olt	Cilieni (Olt)	2401
ROMANIA	Cioflanu	Daneasa	Olt	Cioflanu din Daneasa (Olt)	2446
ROMANIA	Cioraca	Topana	Olt	Cioraca din Topana (Olt)	2460
ROMANIA	Cioroiasu	Falcoiu	Olt	Cioroiasu din Falcoiu (Olt)	2471
ROMANIA	Cireasov	Slatina	Olt	Cireasov din Slatina (Olt)	2482
ROMANIA	Ciuresti	Corbu	Olt	Ciuresti din Corbu (Olt)	2562
ROMANIA	Cocorasti	Plesoiu	Olt	Cocorasti din Plesoiu (Olt)	2644
ROMANIA	Cojgarei	Topana	Olt	Cojgarei din Topana (Olt)	2674
ROMANIA	Colibasi	Strejesti	Olt	Colibasi din Strejesti (Olt)	2699
ROMANIA	Comanesti	Bobicesti	Olt	Comanesti din Bobicesti (Olt)	2733
ROMANIA	Comanita	Teslui	Olt	Comanita din Teslui (Olt)	2739
ROMANIA	Constantinesti	Scornicesti	Olt	Constantinesti din Scornicesti (Olt)	2769
ROMANIA	Corabia	Corabia	Olt	Corabia (Olt)	2797
ROMANIA	Corbeni	Bals	Olt	Corbeni din Bals (Olt)	2801
ROMANIA	Corbu	Corbu	Olt	Corbu (Olt)	2818
ROMANIA	Corbu	Teslui	Olt	Corbu din Teslui (Olt)	2821
ROMANIA	Corlatesti	Cezieni	Olt	Corlatesti din Cezieni (Olt)	2838
ROMANIA	Coteana	Coteana	Olt	Coteana (Olt)	2997
ROMANIA	Coteni	Obarsia	Olt	Coteni din Obarsia (Olt)	3002
ROMANIA	Cotorbesti	Vulpeni	Olt	Cotorbesti din Vulpeni (Olt)	3013
ROMANIA	Craciunei	Radomiresti	Olt	Craciunei din Radomiresti (Olt)	3058
ROMANIA	Crampoia	Crampoia	Olt	Crampoia (Olt)	3083
ROMANIA	Creti	Poboru	Olt	Creti din Poboru (Olt)	3118
ROMANIA	Criva de Jos	Piatra - Olt	Olt	Criva de Jos din Piatra - Olt (Olt)	3165
ROMANIA	Criva de Sus	Piatra - Olt	Olt	Criva de Sus din Piatra - Olt (Olt)	3166
ROMANIA	Crusovu	Brastavatu	Olt	Crusovu din Brastavatu (Olt)	3202
ROMANIA	Cucueti	Verguleasa	Olt	Cucueti din Verguleasa (Olt)	3222
ROMANIA	Cungrea	Cungrea	Olt	Cungrea (Olt)	3258
ROMANIA	Curtisoara	Curtisoara	Olt	Curtisoara (Olt)	3296
ROMANIA	Cuza Voda	Spineni	Olt	Cuza Voda din Spineni (Olt)	3320
ROMANIA	Damburile	Baldovinesti	Olt	Damburile din Baldovinesti (Olt)	3362
ROMANIA	Daneasa	Daneasa	Olt	Daneasa (Olt)	3378
ROMANIA	Davidesti	Spineni	Olt	Davidesti din Spineni (Olt)	3425
ROMANIA	Dejesti	Vitomiresti	Olt	Dejesti din Vitomiresti (Olt)	3506
ROMANIA	Deleni	Teslui	Olt	Deleni din Teslui (Olt)	3527
ROMANIA	Deveselu	Deveselu	Olt	Deveselu (Olt)	3557
ROMANIA	Doanca	Tia Mare	Olt	Doanca din Tia Mare (Olt)	3600
ROMANIA	Doba	Plesoiu	Olt	Doba din Plesoiu (Olt)	3603
ROMANIA	Dobretu	Dobretu	Olt	Dobretu (Olt)	3627
ROMANIA	Dobriceni	Iancu Jianu	Olt	Dobriceni din Iancu Jianu (Olt)	3629
ROMANIA	Dobrosloveni	Dobrosloveni	Olt	Dobrosloveni (Olt)	3644
ROMANIA	Dobrotinet	Curtisoara	Olt	Dobrotinet din Curtisoara (Olt)	3651
ROMANIA	Dobrun	Dobrun	Olt	Dobrun (Olt)	3654
ROMANIA	Donesti	Vitomiresti	Olt	Donesti din Vitomiresti (Olt)	3692
ROMANIA	Draganesti-Olt	Draganesti - Olt	Olt	Draganesti-Olt din Draganesti - Olt (Olt)	3747
ROMANIA	Draghiceni	Draghiceni	Olt	Draghiceni (Olt)	3758
ROMANIA	Dranovatu	Ganeasa	Olt	Dranovatu din Ganeasa (Olt)	3806
ROMANIA	Dumitresti	Verguleasa	Olt	Dumitresti din Verguleasa (Olt)	3913
ROMANIA	Enosesti	Piatra - Olt	Olt	Enosesti din Piatra - Olt (Olt)	3953
ROMANIA	Fagetelu	Fagetelu	Olt	Fagetelu (Olt)	3990
ROMANIA	Falcoiu	Falcoiu	Olt	Falcoiu (Olt)	4004
ROMANIA	Farcasele	Farcasele	Olt	Farcasele (Olt)	4065
ROMANIA	Farcasu de Jos	Farcasele	Olt	Farcasu de Jos din Farcasele (Olt)	4069
ROMANIA	Floru	Icoana	Olt	Floru din Icoana (Olt)	4218
ROMANIA	Frasinetu	Dobrosloveni	Olt	Frasinetu din Dobrosloveni (Olt)	4262
ROMANIA	Frunzaru	Sprancenata	Olt	Frunzaru din Sprancenata (Olt)	4294
ROMANIA	Ganeasa	Ganeasa	Olt	Ganeasa (Olt)	4412
ROMANIA	Garcov	Garcov	Olt	Garcov (Olt)	4451
ROMANIA	Gavanesti	Baldovinesti	Olt	Gavanesti din Baldovinesti (Olt)	4487
ROMANIA	Ghimpati	Farcasele	Olt	Ghimpati din Farcasele (Olt)	4583
ROMANIA	Ghimpeteni	Nicolae Titulescu	Olt	Ghimpeteni din Nicolae Titulescu (Olt)	4585
ROMANIA	Ghimpetenii Noi	Nicolae Titulescu	Olt	Ghimpetenii Noi din Nicolae Titulescu (Olt)	4586
ROMANIA	Ghiosani	Morunglav	Olt	Ghiosani din Morunglav (Olt)	4604
ROMANIA	Giuvarasti	Giuvarasti	Olt	Giuvarasti (Olt)	4665
ROMANIA	Gostavatu	Gostavatu	Olt	Gostavatu (Olt)	4771
ROMANIA	Govora	Bobicesti	Olt	Govora din Bobicesti (Olt)	4781
ROMANIA	Gradinari	Gradinari	Olt	Gradinari (Olt)	4789
ROMANIA	Gradinile	Studina	Olt	Gradinile din Studina (Olt)	4791
ROMANIA	Gradistea	Ganeasa	Olt	Gradistea din Ganeasa (Olt)	4794
ROMANIA	Greci	Osica De Sus	Olt	Greci din Osica De Sus (Olt)	4820
ROMANIA	Greeresti	Leleasca	Olt	Greeresti din Leleasca (Olt)	4823
ROMANIA	Grojdibodu	Grojdibodu	Olt	Grojdibodu (Olt)	4846
ROMANIA	Gropsani	Vulpeni	Olt	Gropsani din Vulpeni (Olt)	4852
ROMANIA	Grozavesti	Draghiceni	Olt	Grozavesti din Draghiceni (Olt)	4868
ROMANIA	Gruiu	Fagetelu	Olt	Gruiu din Fagetelu (Olt)	4881
ROMANIA	Gubandru	Baldovinesti	Olt	Gubandru din Baldovinesti (Olt)	4890
ROMANIA	Guesti	Colonesti	Olt	Guesti din Colonesti (Olt)	4892
ROMANIA	Gura Caluiu	Oboga	Olt	Gura Caluiu din Oboga (Olt)	4908
ROMANIA	Gura Padinii	Orlea	Olt	Gura Padinii din Orlea (Olt)	4927
ROMANIA	Horezu	Dobretu	Olt	Horezu din Dobretu (Olt)	5176
ROMANIA	Hotarani	Farcasele	Olt	Hotarani din Farcasele (Olt)	5204
ROMANIA	Ianca	Ianca	Olt	Ianca (Olt)	5276
ROMANIA	Ianca Noua	Stefan Cel Mare	Olt	Ianca Noua din Stefan Cel Mare (Olt)	5277
ROMANIA	Iancu Jianu	Iancu Jianu	Olt	Iancu Jianu (Olt)	5278
ROMANIA	Ibanesti	Cungrea	Olt	Ibanesti din Cungrea (Olt)	5305
ROMANIA	Icoana	Icoana	Olt	Icoana (Olt)	5318
ROMANIA	Ionicesti	Samburesti	Olt	Ionicesti din Samburesti (Olt)	5433
ROMANIA	Ipotesti	Milcov	Olt	Ipotesti din Milcov (Olt)	5446
ROMANIA	Isaci	Fagetelu	Olt	Isaci din Fagetelu (Olt)	5454
ROMANIA	Izbiceni	Izbiceni	Olt	Izbiceni (Olt)	5495
ROMANIA	Izvoarele	Izvoarele	Olt	Izvoarele (Olt)	5512
ROMANIA	Izvoru	Ganeasa	Olt	Izvoru din Ganeasa (Olt)	5536
ROMANIA	Jieni	Rusanesti	Olt	Jieni din Rusanesti (Olt)	5592
ROMANIA	Lazaresti	Barasti	Olt	Lazaresti din Barasti (Olt)	5720
ROMANIA	Leleasca	Leleasca	Olt	Leleasca (Olt)	5761
ROMANIA	Leotesti	Bobicesti	Olt	Leotesti din Bobicesti (Olt)	5782
ROMANIA	Liiceni	Draghiceni	Olt	Liiceni din Draghiceni (Olt)	5820
ROMANIA	Linia din Vale	Curtisoara	Olt	Linia din Vale din Curtisoara (Olt)	5832
ROMANIA	Lisa	Schitu	Olt	Lisa din Schitu (Olt)	5852
ROMANIA	Lunca	Tatulesti	Olt	Lunca din Tatulesti (Olt)	5995
ROMANIA	Magura	Perieti	Olt	Magura din Perieti (Olt)	6148
ROMANIA	Magura	Tatulesti	Olt	Magura din Tatulesti (Olt)	6152
ROMANIA	Malu Rosu	Maruntei	Olt	Malu Rosu din Maruntei (Olt)	6226
ROMANIA	Mamura	Strejesti	Olt	Mamura din Strejesti (Olt)	6238
ROMANIA	Mandra	Valeni	Olt	Mandra din Valeni (Olt)	6269
ROMANIA	Manulesti	Samburesti	Olt	Manulesti din Samburesti (Olt)	6303
ROMANIA	Margaritesti	Voineasa	Olt	Margaritesti din Voineasa (Olt)	6339
ROMANIA	Margheni	Brancoveni	Olt	Margheni din Brancoveni (Olt)	6341
ROMANIA	Margineni Slobozia	Scornicesti	Olt	Margineni Slobozia din Scornicesti (Olt)	6356
ROMANIA	Maruntei	Colonesti	Olt	Maruntei din Colonesti (Olt)	6395
ROMANIA	Maruntei	Maruntei	Olt	Maruntei (Olt)	6396
ROMANIA	Miesti	Cungrea	Olt	Miesti din Cungrea (Olt)	6535
ROMANIA	Mihailesti Popesti	Scornicesti	Olt	Mihailesti Popesti din Scornicesti (Olt)	6570
ROMANIA	Milcoveni	Corbu	Olt	Milcoveni din Corbu (Olt)	6589
ROMANIA	Milcovu din Deal	Milcov	Olt	Milcovu din Deal din Milcov (Olt)	6590
ROMANIA	Milcovu din Vale	Milcov	Olt	Milcovu din Vale din Milcov (Olt)	6591
ROMANIA	Mircesti	Tatulesti	Olt	Mircesti din Tatulesti (Olt)	6630
ROMANIA	Mogosesti	Scornicesti	Olt	Mogosesti din Scornicesti (Olt)	6716
ROMANIA	Momaiu	Tatulesti	Olt	Momaiu din Tatulesti (Olt)	6743
ROMANIA	Morunesti	Morunglav	Olt	Morunesti din Morunglav (Olt)	6769
ROMANIA	Mosteni	Schitu	Olt	Mosteni din Schitu (Olt)	6785
ROMANIA	Motoesti	Barasti	Olt	Motoesti din Barasti (Olt)	6800
ROMANIA	Navargeni	Colonesti	Olt	Navargeni din Colonesti (Olt)	6940
ROMANIA	Nicolae Titulescu	Nicolae Titulescu	Olt	Nicolae Titulescu (Olt)	7043
ROMANIA	Obarsia	Obarsia	Olt	Obarsia (Olt)	7132
ROMANIA	Oboga	Oboga	Olt	Oboga (Olt)	7142
ROMANIA	Ociogi	Brancoveni	Olt	Ociogi din Brancoveni (Olt)	7156
ROMANIA	Olari	Parscoveni	Olt	Olari din Parscoveni (Olt)	7236
ROMANIA	Oltisoru	Ganeasa	Olt	Oltisoru din Ganeasa (Olt)	7264
ROMANIA	Oporelu	Oporelu	Olt	Oporelu (Olt)	7279
ROMANIA	Optasani	Spineni	Olt	Optasani din Spineni (Olt)	7289
ROMANIA	Orlea	Orlea	Olt	Orlea (Olt)	7314
ROMANIA	Orlea Noua	Orlea	Olt	Orlea Noua din Orlea (Olt)	7315
ROMANIA	Osica de Jos	Dobrun	Olt	Osica de Jos din Dobrun (Olt)	7343
ROMANIA	Osica de Sus	Osica De Sus	Olt	Osica de Sus (Olt)	7344
ROMANIA	Otestii de Jos	Cungrea	Olt	Otestii de Jos din Cungrea (Olt)	7372
ROMANIA	Otestii de Sus	Cungrea	Olt	Otestii de Sus din Cungrea (Olt)	7373
ROMANIA	Peretu	Osica De Sus	Olt	Peretu din Osica De Sus (Olt)	7626
ROMANIA	Perieti	Perieti	Olt	Perieti (Olt)	7635
ROMANIA	Pescaresti	Vulpeni	Olt	Pescaresti din Vulpeni (Olt)	7650
ROMANIA	Pestra	Daneasa	Olt	Pestra din Daneasa (Olt)	7670
ROMANIA	Petculesti	Gradinari	Olt	Petculesti din Gradinari (Olt)	7672
ROMANIA	Piatra	Piatra - Olt	Olt	Piatra din Piatra - Olt (Olt)	7745
ROMANIA	Piatra-Olt	Piatra - Olt	Olt	Piatra-Olt din Piatra - Olt (Olt)	7752
ROMANIA	Pielcani	Fagetelu	Olt	Pielcani din Fagetelu (Olt)	7756
ROMANIA	Pietris	Baldovinesti	Olt	Pietris din Baldovinesti (Olt)	7769
ROMANIA	Pietrisu	Curtisoara	Olt	Pietrisu din Curtisoara (Olt)	7773
ROMANIA	Piscani	Scornicesti	Olt	Piscani din Scornicesti (Olt)	7812
ROMANIA	Pîrscoveni	Parscoveni	Olt	Pîrscoveni din Parscoveni (Olt)	7847
ROMANIA	Plaviceanca	Studina	Olt	Plaviceanca din Studina (Olt)	7876
ROMANIA	Plaviceni	Scarisoara	Olt	Plaviceni din Scarisoara (Olt)	7877
ROMANIA	Plesoiu	Plesoiu	Olt	Plesoiu (Olt)	7897
ROMANIA	Plopsorelu	Vulpeni	Olt	Plopsorelu din Vulpeni (Olt)	7922
ROMANIA	Poboru	Poboru	Olt	Poboru (Olt)	7949
ROMANIA	Poiana Mare	Morunglav	Olt	Poiana Mare din Morunglav (Olt)	8090
ROMANIA	Popesti	Barasti	Olt	Popesti din Barasti (Olt)	8200
ROMANIA	Popesti	Valeni	Olt	Popesti din Valeni (Olt)	8226
ROMANIA	Potcoava	Potcoava	Olt	Potcoava (Olt)	8277
ROMANIA	Potcoava Falcoeni	Potcoava	Olt	Potcoava Falcoeni din Potcoava (Olt)	8278
ROMANIA	Potelu	Ianca	Olt	Potelu din Ianca (Olt)	8280
ROMANIA	Potopinu	Dobrosloveni	Olt	Potopinu din Dobrosloveni (Olt)	8291
ROMANIA	Preotesti	Iancu Jianu	Olt	Preotesti din Iancu Jianu (Olt)	8333
ROMANIA	Prisaca	Vulpeni	Olt	Prisaca din Vulpeni (Olt)	8369
ROMANIA	Priseaca	Priseaca	Olt	Priseaca (Olt)	8376
ROMANIA	Proaspeti	Curtisoara	Olt	Proaspeti din Curtisoara (Olt)	8384
ROMANIA	Racovita	Voineasa	Olt	Racovita din Voineasa (Olt)	8517
ROMANIA	Radesti	Oporelu	Olt	Radesti din Oporelu (Olt)	8537
ROMANIA	Raitiu	Curtisoara	Olt	Raitiu din Curtisoara (Olt)	8570
ROMANIA	Recea	Valea Mare	Olt	Recea din Valea Mare (Olt)	8693
ROMANIA	Redea	Redea	Olt	Redea (Olt)	8698
ROMANIA	Redisoara	Redea	Olt	Redisoara din Redea (Olt)	8699
ROMANIA	Resca	Dobrosloveni	Olt	Resca din Dobrosloveni (Olt)	8736
ROMANIA	Rescuta	Dobrosloveni	Olt	Rescuta din Dobrosloveni (Olt)	8737
ROMANIA	Romana	Bals	Olt	Romana din Bals (Olt)	8796
ROMANIA	Rosienii Mari	Dobrun	Olt	Rosienii Mari din Dobrun (Olt)	8840
ROMANIA	Rosienii Mici	Dobrun	Olt	Rosienii Mici din Dobrun (Olt)	8841
ROMANIA	Rotunda	Rotunda	Olt	Rotunda (Olt)	8875
ROMANIA	Rudari	Scarisoara	Olt	Rudari din Scarisoara (Olt)	8891
